lsoa_code,borough,major_category,minor_category,value,year,month,crime_occurred
E01003005,Kingston upon Thames,Theft and Handling,Other Theft Person,0,2013,Nov,No
E01002239,Harrow,Criminal Damage,Criminal Damage To Dwelling,0,2015,Jun,No
E01003118,Lambeth,Drugs,Possession Of Drugs,0,2014,Apr,No
E01003108,Lambeth,Drugs,Drug Trafficking,0,2013,Jan,No
E01004572,Wandsworth,Criminal Damage,Criminal Damage To Motor Vehicle,1,2013,Aug,Yes
E01002015,Haringey,Criminal Damage,Criminal Damage To Other Building,0,2013,Mar,No
E01000127,Barnet,Fraud or Forgery,Other Fraud & Forgery,0,2016,Nov,No
E01033582,Newham,Violence Against the Person,Other violence,0,2015,Sep,No
E01002183,Harrow,Burglary,Burglary in Other Buildings,1,2016,Feb,Yes
E01003217,Lewisham,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2015,Dec,Yes
E01001244,Ealing,Theft and Handling,Handling Stolen Goods,0,2016,Mar,No
E01002456,Hillingdon,Other Notifiable Offences,Going Equipped,1,2013,Feb,Yes
E01002270,Havering,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2013,Jun,Yes
E01003742,Redbridge,Violence Against the Person,Other violence,0,2014,Aug,No
E01004422,Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,Mar,No
E01000076,Barking and Dagenham,Theft and Handling,Theft From Shops,0,2015,Nov,No
E01003870,Richmond upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,3,2013,Jan,Yes
E01002531,Hillingdon,Theft and Handling,Other Theft,0,2014,Nov,No
E01000517,Brent,Violence Against the Person,Assault with Injury,1,2016,Jan,Yes
E01003813,Richmond upon Thames,Robbery,Business Property,0,2015,Mar,No
E01003300,Lewisham,Criminal Damage,Other Criminal Damage,0,2016,Aug,No
E01002198,Harrow,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,Feb,No
E01003832,Richmond upon Thames,Violence Against the Person,Common Assault,1,2015,Oct,Yes
E01001488,Enfield,Other Notifiable Offences,Other Notifiable,0,2013,Feb,No
E01002143,Harrow,Criminal Damage,Criminal Damage To Dwelling,1,2013,Sep,Yes
E01032584,Southwark,Violence Against the Person,Other violence,0,2015,Jul,No
E01002479,Hillingdon,Violence Against the Person,Other violence,0,2016,Dec,No
E01002441,Hillingdon,Burglary,Burglary in a Dwelling,0,2015,Feb,No
E01002236,Harrow,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,Feb,No
E01004315,Tower Hamlets,Drugs,Other Drugs,0,2013,Apr,No
E01004736,Westminster,Theft and Handling,Motor Vehicle Interference & Tampering,3,2014,Jul,Yes
E01004440,Waltham Forest,Other Notifiable Offences,Going Equipped,0,2015,Nov,No
E01001638,Greenwich,Theft and Handling,Theft From Shops,0,2014,Oct,No
E01004484,Wandsworth,Burglary,Burglary in Other Buildings,0,2014,Jan,No
E01032581,Redbridge,Burglary,Burglary in a Dwelling,1,2014,Sep,Yes
E01002831,Kensington and Chelsea,Robbery,Business Property,0,2016,Nov,No
E01001950,Hammersmith and Fulham,Robbery,Personal Property,0,2016,Dec,No
E01002958,Kingston upon Thames,Violence Against the Person,Wounding/GBH,0,2013,Aug,No
E01001716,Hackney,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Nov,No
E01000342,Bexley,Other Notifiable Offences,Other Notifiable,0,2013,Sep,No
E01003332,Lewisham,Burglary,Burglary in a Dwelling,0,2013,Aug,No
E01003421,Merton,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,Nov,No
E01000376,Bexley,Robbery,Business Property,0,2016,Sep,No
E01000914,Camden,Theft and Handling,Other Theft Person,8,2013,Apr,Yes
E01002906,Kensington and Chelsea,Criminal Damage,Criminal Damage To Other Building,1,2013,Jun,Yes
E01004552,Wandsworth,Criminal Damage,Other Criminal Damage,1,2013,Jul,Yes
E01002962,Kingston upon Thames,Violence Against the Person,Wounding/GBH,0,2016,Jan,No
E01000975,Croydon,Theft and Handling,Theft From Shops,0,2014,Aug,No
E01003447,Merton,Criminal Damage,Other Criminal Damage,0,2016,Nov,No
E01000687,Bromley,Theft and Handling,Other Theft Person,0,2013,Mar,No
E01002097,Haringey,Theft and Handling,Other Theft Person,0,2014,Sep,No
E01004501,Wandsworth,Violence Against the Person,Common Assault,0,2013,Dec,No
E01003176,Lambeth,Violence Against the Person,Offensive Weapon,1,2014,Aug,Yes
E01001479,Enfield,Fraud or Forgery,Counted per Victim,0,2013,Jun,No
E01032803,Southwark,Criminal Damage,Other Criminal Damage,0,2013,Nov,No
E01003452,Merton,Theft and Handling,Theft From Shops,0,2014,Oct,No
E01003390,Merton,Theft and Handling,Other Theft,2,2013,Sep,Yes
E01001467,Enfield,Theft and Handling,Theft From Motor Vehicle,0,2016,Jul,No
E01003217,Lewisham,Robbery,Personal Property,0,2013,Jun,No
E01001471,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Jan,No
E01033596,Westminster,Theft and Handling,Other Theft Person,34,2013,Jun,Yes
E01000873,Camden,Violence Against the Person,Assault with Injury,0,2015,Jul,No
E01000671,Bromley,Violence Against the Person,Assault with Injury,1,2013,Apr,Yes
E01033597,Westminster,Violence Against the Person,Assault with Injury,1,2014,Oct,Yes
E01002716,Islington,Theft and Handling,Handling Stolen Goods,0,2015,Dec,No
E01001991,Haringey,Theft and Handling,Theft From Shops,0,2015,Jul,No
E01004765,Westminster,Theft and Handling,Other Theft,29,2014,Jul,Yes
E01001732,Hackney,Criminal Damage,Criminal Damage To Other Building,0,2013,Oct,No
E01003481,Newham,Violence Against the Person,Harassment,0,2013,Jun,No
E01003371,Merton,Violence Against the Person,Wounding/GBH,2,2016,Jan,Yes
E01000462,Bexley,Drugs,Drug Trafficking,0,2013,May,No
E01000665,Bromley,Violence Against the Person,Wounding/GBH,0,2015,Mar,No
E01002588,Hounslow,Criminal Damage,Criminal Damage To Other Building,0,2015,Jun,No
E01003949,Southwark,Other Notifiable Offences,Other Notifiable,0,2014,Apr,No
E01003720,Redbridge,Theft and Handling,Other Theft,0,2014,Sep,No
E01004239,Tower Hamlets,Theft and Handling,Other Theft,1,2016,Aug,Yes
E01004372,Waltham Forest,Violence Against the Person,Other violence,0,2016,Mar,No
E01002314,Havering,Violence Against the Person,Other violence,0,2016,Mar,No
E01002572,Hounslow,Criminal Damage,Criminal Damage To Motor Vehicle,3,2015,Apr,Yes
E01002077,Haringey,Violence Against the Person,Offensive Weapon,1,2016,Jun,Yes
E01001270,Ealing,Drugs,Drug Trafficking,0,2015,Nov,No
E01000293,Barnet,Violence Against the Person,Other violence,0,2016,May,No
E01003618,Newham,Robbery,Personal Property,0,2014,Apr,No
E01000356,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,Oct,No
E01003701,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,Mar,Yes
E01003718,Redbridge,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2015,Jan,No
E01033148,Enfield,Criminal Damage,Criminal Damage To Dwelling,0,2013,Jan,No
E01003975,Southwark,Drugs,Possession Of Drugs,1,2015,Feb,Yes
E01004551,Wandsworth,Violence Against the Person,Offensive Weapon,0,2015,Jun,No
E01004358,Waltham Forest,Theft and Handling,Other Theft,0,2015,Oct,No
E01001233,Ealing,Theft and Handling,Handling Stolen Goods,0,2015,May,No
E01001562,Enfield,Violence Against the Person,Other violence,0,2016,Oct,No
E01004249,Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,Mar,No
E01001379,Ealing,Violence Against the Person,Wounding/GBH,0,2016,Nov,No
E01003506,Newham,Violence Against the Person,Murder,0,2013,Feb,No
E01001240,Ealing,Criminal Damage,Other Criminal Damage,0,2013,Jun,No
E01000382,Bexley,Criminal Damage,Other Criminal Damage,0,2013,Jul,No
E01004188,Sutton,Theft and Handling,Other Theft Person,0,2014,Apr,No
E01004753,Westminster,Drugs,Possession Of Drugs,1,2016,Apr,Yes
E01000799,Bromley,Violence Against the Person,Murder,0,2015,Sep,No
E01004041,Southwark,Criminal Damage,Criminal Damage To Other Building,0,2015,Dec,No
E01032786,Tower Hamlets,Theft and Handling,Other Theft Person,0,2015,Apr,No
E01004313,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,Jul,No
E01001312,Ealing,Violence Against the Person,Common Assault,0,2015,May,No
E01004130,Sutton,Robbery,Business Property,0,2014,Feb,No
E01003033,Lambeth,Drugs,Other Drugs,0,2014,Jul,No
E01002359,Havering,Violence Against the Person,Assault with Injury,0,2014,Mar,No
E01002974,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,Feb,No
E01001652,Greenwich,Robbery,Personal Property,0,2014,Dec,No
E01001106,Croydon,Drugs,Possession Of Drugs,0,2013,Jan,No
E01004185,Sutton,Criminal Damage,Criminal Damage To Dwelling,1,2016,Jul,Yes
E01001423,Enfield,Violence Against the Person,Offensive Weapon,0,2016,May,No
E01002261,Havering,Drugs,Drug Trafficking,0,2013,Jun,No
E01002375,Havering,Criminal Damage,Other Criminal Damage,0,2013,Apr,No
E01003408,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,Aug,No
E01001794,Hackney,Theft and Handling,Other Theft,2,2013,Sep,Yes
E01002515,Hillingdon,Violence Against the Person,Common Assault,2,2014,Dec,Yes
E01003632,Newham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,Dec,No
E01000589,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,Feb,No
E01000596,Brent,Burglary,Burglary in Other Buildings,0,2014,Feb,No
E01000119,Barnet,Robbery,Personal Property,0,2016,Sep,No
E01000648,Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,May,No
E01002932,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,1,2013,Oct,Yes
E01033737,Greenwich,Drugs,Possession Of Drugs,3,2016,Oct,Yes
E01003062,Lambeth,Violence Against the Person,Common Assault,3,2015,Nov,Yes
E01003853,Richmond upon Thames,Violence Against the Person,Wounding/GBH,0,2016,Feb,No
E01003805,Richmond upon Thames,Theft and Handling,Other Theft,0,2016,Dec,No
E01002976,Kingston upon Thames,Fraud or Forgery,Counted per Victim,0,2016,Jun,No
E01000401,Bexley,Criminal Damage,Criminal Damage To Other Building,0,2014,Apr,No
E01001881,Hammersmith and Fulham,Burglary,Burglary in Other Buildings,0,2014,Jun,No
E01001014,Croydon,Theft and Handling,Theft From Shops,29,2016,Nov,Yes
E01000420,Bexley,Violence Against the Person,Harassment,1,2015,Jul,Yes
E01033320,Lewisham,Theft and Handling,Theft From Shops,0,2016,Jun,No
E01004308,Tower Hamlets,Violence Against the Person,Common Assault,0,2013,May,No
E01001107,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,1,2015,Apr,Yes
E01002519,Hillingdon,Theft and Handling,Other Theft,1,2014,Jul,Yes
E01000318,Barnet,Theft and Handling,Other Theft Person,0,2016,Sep,No
E01004642,Wandsworth,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2014,Jan,No
E01001381,Ealing,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,Apr,No
E01004205,Tower Hamlets,Robbery,Personal Property,0,2014,Oct,No
E01003142,Lambeth,Violence Against the Person,Assault with Injury,0,2013,Mar,No
E01004148,Sutton,Violence Against the Person,Assault with Injury,1,2016,Apr,Yes
E01000968,Camden,Criminal Damage,Criminal Damage To Dwelling,0,2014,Feb,No
E01002838,Kensington and Chelsea,Theft and Handling,Theft From Motor Vehicle,0,2015,May,No
E01001464,Enfield,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,Jan,No
E01001971,Haringey,Other Notifiable Offences,Going Equipped,0,2014,Oct,No
E01002120,Harrow,Burglary,Burglary in a Dwelling,1,2015,Nov,Yes
E01001163,Croydon,Burglary,Burglary in a Dwelling,1,2015,Apr,Yes
E01002352,Havering,Theft and Handling,Motor Vehicle Interference & Tampering,1,2014,Feb,Yes
E01001588,Greenwich,Burglary,Burglary in Other Buildings,0,2013,Aug,No
E01004449,Waltham Forest,Other Notifiable Offences,Other Notifiable,1,2014,Jan,Yes
E01002713,Islington,Violence Against the Person,Harassment,1,2015,Nov,Yes
E01004381,Waltham Forest,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,Feb,No
E01003071,Lambeth,Criminal Damage,Criminal Damage To Dwelling,0,2015,Sep,No
E01002472,Hillingdon,Burglary,Burglary in Other Buildings,0,2014,Sep,No
E01001591,Greenwich,Violence Against the Person,Harassment,0,2013,May,No
E01001059,Croydon,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,Nov,No
E01002287,Havering,Drugs,Drug Trafficking,0,2013,Dec,No
E01001213,Ealing,Violence Against the Person,Offensive Weapon,0,2016,Mar,No
E01003866,Richmond upon Thames,Theft and Handling,Theft From Shops,0,2013,Feb,No
E01000250,Barnet,Theft and Handling,Handling Stolen Goods,0,2016,Aug,No
E01002364,Havering,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,Nov,No
E01004434,Waltham Forest,Burglary,Burglary in Other Buildings,1,2016,Feb,Yes
E01002287,Havering,Theft and Handling,Theft From Shops,0,2013,Jul,No
E01001087,Croydon,Other Notifiable Offences,Going Equipped,0,2016,Oct,No
E01000876,Camden,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,Dec,No
E01004223,Tower Hamlets,Burglary,Burglary in a Dwelling,0,2015,May,No
E01002691,Hounslow,Theft and Handling,Other Theft,2,2014,Sep,Yes
E01004135,Sutton,Violence Against the Person,Other violence,0,2013,Mar,No
E01033490,Islington,Theft and Handling,Theft From Motor Vehicle,2,2015,Jun,Yes
E01002110,Harrow,Theft and Handling,Other Theft,0,2013,Jun,No
E01001092,Croydon,Violence Against the Person,Other violence,0,2016,May,No
E01002693,Hounslow,Theft and Handling,Theft From Shops,3,2015,Aug,Yes
E01003017,Lambeth,Drugs,Drug Trafficking,0,2016,Oct,No
E01001054,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,Oct,No
E01002610,Hounslow,Criminal Damage,Criminal Damage To Dwelling,0,2015,Dec,No
E01000508,Brent,Theft and Handling,Handling Stolen Goods,1,2014,Nov,Yes
E01001414,Enfield,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,May,No
E01000605,Brent,Drugs,Possession Of Drugs,4,2014,Jul,Yes
E01001285,Ealing,Theft and Handling,Other Theft Person,0,2016,Sep,No
E01000675,Bromley,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,May,No
E01003580,Newham,Robbery,Personal Property,0,2015,Nov,No
E01001921,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,0,2014,Oct,No
E01003545,Newham,Theft and Handling,Theft From Motor Vehicle,1,2016,Jul,Yes
E01004597,Wandsworth,Other Notifiable Offences,Going Equipped,0,2014,Jul,No
E01002824,Kensington and Chelsea,Violence Against the Person,Common Assault,1,2015,Jan,Yes
E01000364,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,Mar,No
E01003123,Lambeth,Violence Against the Person,Wounding/GBH,0,2016,Feb,No
E01001531,Enfield,Other Notifiable Offences,Other Notifiable,0,2014,Apr,No
E01000034,Barking and Dagenham,Fraud or Forgery,Counted per Victim,0,2016,Jul,No
E01003749,Redbridge,Robbery,Personal Property,0,2015,Dec,No
E01003215,Lewisham,Other Notifiable Offences,Other Notifiable,1,2016,Oct,Yes
E01000176,Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2016,Sep,Yes
E01001760,Hackney,Drugs,Other Drugs,0,2016,May,No
E01000640,Brent,Other Notifiable Offences,Going Equipped,0,2013,Aug,No
E01000619,Brent,Theft and Handling,Other Theft Person,1,2015,Jun,Yes
E01003783,Redbridge,Violence Against the Person,Other violence,6,2015,Jul,Yes
E01003792,Redbridge,Burglary,Burglary in a Dwelling,2,2013,Oct,Yes
E01000599,Brent,Drugs,Drug Trafficking,0,2016,Apr,No
E01001499,Enfield,Violence Against the Person,Offensive Weapon,0,2016,Aug,No
E01003971,Southwark,Violence Against the Person,Wounding/GBH,0,2014,Sep,No
E01000538,Brent,Drugs,Drug Trafficking,0,2013,Aug,No
E01001577,Greenwich,Criminal Damage,Other Criminal Damage,3,2016,Sep,Yes
E01002088,Haringey,Violence Against the Person,Wounding/GBH,2,2013,Aug,Yes
E01000785,Bromley,Violence Against the Person,Other violence,0,2015,Sep,No
E01000384,Bexley,Violence Against the Person,Offensive Weapon,0,2014,Jan,No
E01003558,Newham,Theft and Handling,Other Theft,2,2013,Jun,Yes
E01002260,Havering,Other Notifiable Offences,Other Notifiable,0,2013,Jul,No
E01003788,Redbridge,Criminal Damage,Other Criminal Damage,0,2016,May,No
E01004487,Wandsworth,Burglary,Burglary in a Dwelling,0,2016,Jan,No
E01004007,Southwark,Drugs,Drug Trafficking,0,2016,Jul,No
E01002548,Hillingdon,Criminal Damage,Criminal Damage To Other Building,0,2016,Aug,No
E01004243,Tower Hamlets,Violence Against the Person,Other violence,0,2016,Jan,No
E01002744,Islington,Criminal Damage,Criminal Damage To Dwelling,0,2015,Jun,No
E01004628,Wandsworth,Violence Against the Person,Common Assault,1,2013,Oct,Yes
E01002098,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Mar,No
E01032770,Tower Hamlets,Burglary,Burglary in a Dwelling,0,2013,Oct,No
E01003591,Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2015,Jan,No
E01003377,Merton,Violence Against the Person,Harassment,1,2016,Aug,Yes
E01003108,Lambeth,Violence Against the Person,Assault with Injury,1,2014,Sep,Yes
E01004412,Waltham Forest,Drugs,Drug Trafficking,0,2015,Jan,No
E01000088,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,0,2013,Dec,No
E01004679,Westminster,Criminal Damage,Criminal Damage To Other Building,0,2015,May,No
E01000786,Bromley,Violence Against the Person,Harassment,1,2015,Jan,Yes
E01000657,Bromley,Theft and Handling,Other Theft,2,2015,May,Yes
E01001091,Croydon,Criminal Damage,Criminal Damage To Other Building,0,2015,Mar,No
E01001599,Greenwich,Robbery,Personal Property,0,2013,Oct,No
E01003540,Newham,Drugs,Possession Of Drugs,0,2013,Mar,No
E01004268,Tower Hamlets,Theft and Handling,Other Theft Person,1,2016,May,Yes
E01002641,Hounslow,Other Notifiable Offences,Other Notifiable,0,2016,Dec,No
E01002610,Hounslow,Burglary,Burglary in a Dwelling,0,2016,Jan,No
E01004625,Wandsworth,Sexual Offences,Rape,0,2013,Nov,No
E01002826,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,Apr,No
E01002669,Hounslow,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,Jul,No
E01003243,Lewisham,Criminal Damage,Criminal Damage To Dwelling,0,2014,Oct,No
E01000287,Barnet,Drugs,Possession Of Drugs,0,2016,May,No
E01033083,Hounslow,Criminal Damage,Other Criminal Damage,3,2016,Feb,Yes
E01000128,Barnet,Theft and Handling,Other Theft Person,0,2013,Feb,No
E01002968,Kingston upon Thames,Other Notifiable Offences,Going Equipped,1,2015,Dec,Yes
E01033569,Kingston upon Thames,Violence Against the Person,Wounding/GBH,0,2016,Mar,No
E01001945,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Dwelling,0,2014,Mar,No
E01003533,Newham,Violence Against the Person,Harassment,1,2015,May,Yes
E01001096,Croydon,Burglary,Burglary in Other Buildings,1,2015,Jun,Yes
E01003915,Southwark,Criminal Damage,Other Criminal Damage,0,2016,Jun,No
E01000416,Bexley,Violence Against the Person,Common Assault,1,2013,Nov,Yes
E01004761,Westminster,Theft and Handling,Other Theft,74,2013,Mar,Yes
E01001830,Hackney,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,Apr,No
E01002822,Kensington and Chelsea,Theft and Handling,Other Theft Person,0,2016,Oct,No
E01033707,Hackney,Other Notifiable Offences,Going Equipped,0,2016,Jan,No
E01001850,Hackney,Theft and Handling,Other Theft Person,0,2014,Mar,No
E01003152,Lambeth,Drugs,Drug Trafficking,0,2016,Mar,No
E01001428,Enfield,Theft and Handling,Handling Stolen Goods,0,2013,Mar,No
E01003376,Merton,Fraud or Forgery,Counted per Victim,0,2015,Mar,No
E01003040,Lambeth,Theft and Handling,Theft From Shops,0,2015,Dec,No
E01002434,Hillingdon,Violence Against the Person,Common Assault,0,2016,Nov,No
E01003426,Merton,Theft and Handling,Motor Vehicle Interference & Tampering,1,2016,Mar,Yes
E01002415,Hillingdon,Robbery,Business Property,0,2016,Jul,No
E01002422,Hillingdon,Burglary,Burglary in Other Buildings,0,2014,Oct,No
E01000592,Brent,Drugs,Possession Of Drugs,0,2016,Mar,No
E01000477,Brent,Theft and Handling,Other Theft,0,2014,Oct,No
E01032765,Tower Hamlets,Other Notifiable Offences,Other Notifiable,0,2014,Dec,No
E01000656,Bromley,Other Notifiable Offences,Going Equipped,0,2016,Jul,No
E01002603,Hounslow,Criminal Damage,Criminal Damage To Motor Vehicle,2,2014,Mar,Yes
E01001389,Ealing,Criminal Damage,Criminal Damage To Dwelling,0,2014,Sep,No
E01002093,Haringey,Fraud or Forgery,Counted per Victim,0,2014,Oct,No
E01002911,Kensington and Chelsea,Criminal Damage,Other Criminal Damage,0,2014,Mar,No
E01002592,Hounslow,Violence Against the Person,Wounding/GBH,1,2015,Aug,Yes
E01001595,Greenwich,Burglary,Burglary in a Dwelling,0,2016,Sep,No
E01001511,Enfield,Criminal Damage,Other Criminal Damage,0,2016,Jun,No
E01004454,Waltham Forest,Violence Against the Person,Common Assault,0,2015,May,No
E01002070,Haringey,Drugs,Other Drugs,0,2014,Dec,No
E01000302,Barnet,Burglary,Burglary in Other Buildings,0,2014,Apr,No
E01033596,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2,2016,Oct,Yes
E01003475,Merton,Burglary,Burglary in Other Buildings,1,2015,Jan,Yes
E01003119,Lambeth,Theft and Handling,Handling Stolen Goods,0,2015,Sep,No
E01000613,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,Jun,No
E01001336,Ealing,Violence Against the Person,Wounding/GBH,0,2013,Dec,No
E01000349,Bexley,Burglary,Burglary in Other Buildings,0,2013,Apr,No
E01000151,Barnet,Theft and Handling,Other Theft Person,1,2013,Nov,Yes
E01033573,Barnet,Violence Against the Person,Offensive Weapon,0,2016,Apr,No
E01000486,Brent,Violence Against the Person,Common Assault,0,2014,Oct,No
E01001335,Ealing,Other Notifiable Offences,Other Notifiable,0,2016,Feb,No
E01002557,Hounslow,Theft and Handling,Theft From Shops,0,2016,Dec,No
E01001809,Hackney,Other Notifiable Offences,Going Equipped,0,2016,Aug,No
E01000710,Bromley,Robbery,Business Property,0,2013,Sep,No
E01003110,Lambeth,Criminal Damage,Criminal Damage To Other Building,0,2014,Mar,No
E01003911,Southwark,Burglary,Burglary in Other Buildings,2,2013,Dec,Yes
E01000082,Barking and Dagenham,Burglary,Burglary in a Dwelling,0,2016,Aug,No
E01000239,Barnet,Drugs,Possession Of Drugs,0,2016,Apr,No
E01003260,Lewisham,Theft and Handling,Theft From Motor Vehicle,1,2013,Dec,Yes
E01002890,Kensington and Chelsea,Violence Against the Person,Harassment,0,2015,Jun,No
E01004405,Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2015,Aug,No
E01003583,Newham,Other Notifiable Offences,Other Notifiable,0,2016,Mar,No
E01000800,Bromley,Theft and Handling,Other Theft Person,1,2016,May,Yes
E01003545,Newham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,Jan,No
E01001744,Hackney,Robbery,Personal Property,0,2013,Dec,No
E01004293,Tower Hamlets,Theft and Handling,Other Theft,12,2015,Jul,Yes
E01004036,Southwark,Burglary,Burglary in a Dwelling,2,2013,Dec,Yes
E01003636,Newham,Drugs,Drug Trafficking,0,2013,Oct,No
E01003836,Richmond upon Thames,Robbery,Personal Property,0,2014,Jun,No
E01001472,Enfield,Burglary,Burglary in a Dwelling,0,2016,Aug,No
E01001236,Ealing,Theft and Handling,Other Theft Person,0,2016,Jul,No
E01002591,Hounslow,Criminal Damage,Criminal Damage To Dwelling,0,2015,Aug,No
E01002436,Hillingdon,Theft and Handling,Handling Stolen Goods,0,2014,Mar,No
E01001313,Ealing,Theft and Handling,Other Theft,0,2015,Jun,No
E01001950,Hammersmith and Fulham,Theft and Handling,Other Theft,2,2013,Feb,Yes
E01001873,Hammersmith and Fulham,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2016,Dec,Yes
E01004100,Sutton,Violence Against the Person,Other violence,0,2015,Feb,No
E01000712,Bromley,Violence Against the Person,Assault with Injury,0,2016,Nov,No
E01033604,Westminster,Violence Against the Person,Common Assault,3,2014,Jun,Yes
E01001590,Greenwich,Theft and Handling,Handling Stolen Goods,0,2016,Dec,No
E01004652,Westminster,Fraud or Forgery,Counted per Victim,0,2015,Apr,No
E01002396,Hillingdon,Burglary,Burglary in Other Buildings,0,2014,Dec,No
E01003770,Redbridge,Theft and Handling,Theft From Motor Vehicle,1,2013,Sep,Yes
E01002541,Hillingdon,Criminal Damage,Criminal Damage To Dwelling,0,2013,Dec,No
E01004681,Westminster,Other Notifiable Offences,Going Equipped,0,2013,Apr,No
E01002165,Harrow,Robbery,Personal Property,0,2016,Apr,No
E01002857,Kensington and Chelsea,Theft and Handling,Handling Stolen Goods,0,2014,Jun,No
E01002871,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,Jan,No
E01000018,Barking and Dagenham,Criminal Damage,Other Criminal Damage,0,2014,Nov,No
E01004340,Waltham Forest,Drugs,Possession Of Drugs,0,2016,Feb,No
E01001318,Ealing,Drugs,Drug Trafficking,0,2015,Jun,No
E01003609,Newham,Theft and Handling,Handling Stolen Goods,0,2014,May,No
E01000646,Bromley,Other Notifiable Offences,Going Equipped,0,2014,Dec,No
E01000066,Barking and Dagenham,Violence Against the Person,Assault with Injury,0,2016,Jan,No
E01003584,Newham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,Jan,No
E01001137,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,Aug,No
E01032719,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2014,Feb,No
E01004115,Sutton,Theft and Handling,Other Theft,0,2015,Sep,No
E01004576,Wandsworth,Robbery,Personal Property,0,2014,Aug,No
E01004174,Sutton,Drugs,Possession Of Drugs,0,2013,Oct,No
E01002590,Hounslow,Theft and Handling,Other Theft,0,2016,Jun,No
E01004411,Waltham Forest,Violence Against the Person,Wounding/GBH,0,2016,Jun,No
E01000378,Bexley,Violence Against the Person,Assault with Injury,0,2013,Jul,No
E01000289,Barnet,Violence Against the Person,Murder,0,2015,Aug,No
E01001820,Hackney,Drugs,Other Drugs,0,2013,May,No
E01000895,Camden,Theft and Handling,Theft From Shops,8,2015,Apr,Yes
E01002780,Islington,Violence Against the Person,Offensive Weapon,0,2016,Mar,No
E01002796,Islington,Robbery,Personal Property,0,2014,Oct,No
E01004080,Sutton,Robbery,Personal Property,0,2014,Dec,No
E01001057,Croydon,Violence Against the Person,Wounding/GBH,0,2015,Oct,No
E01004325,Tower Hamlets,Other Notifiable Offences,Other Notifiable,0,2013,Jul,No
E01003317,Lewisham,Robbery,Business Property,0,2015,Sep,No
E01004186,Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,Dec,No
E01003951,Southwark,Burglary,Burglary in Other Buildings,0,2013,Apr,No
E01004529,Wandsworth,Sexual Offences,Other Sexual,0,2013,Oct,No
E01004049,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,Nov,No
E01003542,Newham,Robbery,Business Property,0,2016,Oct,No
